,0
293,0.03059204793028319
294,0.030472943722943634
295,0.030472282608695573
296,0.030619703389830402
297,0.030466701902748344
298,0.03056823144104794
299,0.03046527777777768
300,0.030156990521327004
301,0.030044665012406945
302,0.029812034739454152
303,0.029755434782608624
304,0.02950136986301363
305,0.029518392370572168
306,0.029376822157434302
307,0.029312499999999967
308,0.02934538461538456
309,0.02921829971181548
310,0.02920332278481004
311,0.02909936908517343
312,0.029080327868852448
313,0.02914686468646859
314,0.029107954545454496
315,0.028951365187713192
316,0.029027192982456092
317,0.028981514084506974
318,0.029001766784452227
319,0.029102564102564017
320,0.028988636363636303
321,0.029117924528301833
322,0.02920260223048321
323,0.029164750957854313
324,0.02924487704918023
325,0.029013052208835256
326,0.029281124497991858
327,0.02902789256198333
328,0.02889197530864184
329,0.028899999999999895
330,0.029028242677824157
331,0.02887165178571419
332,0.028792626728110532
333,0.02888656387665185
334,0.028897405660377257
335,0.028937214611871997
336,0.028871951219512054
337,0.028815920398009842
338,0.02897362385321087
339,0.02886780104712036
340,0.029176108374384117
341,0.029262886597938055
342,0.02936096256684482
343,0.029448186528497323
344,0.029579545454545362
345,0.029788860103626805
346,0.02977285714285705
347,0.030079999999999937
348,0.030035511363636268
349,0.03008333333333328
350,0.03037707182320434
351,0.030287974683544192
352,0.03072272727272715
353,0.030669254658384996
354,0.03078476821192046
355,0.030964506172839433
356,0.030996503496503486
357,0.03145322580645153
358,0.0314066901408451
359,0.03154720279720278
360,0.03168275862068964
361,0.03182500000000003
362,0.03213448275862059
363,0.03208464566929134
364,0.03228383458646614
365,0.032224609375000005
366,0.03210330578512396
367,0.03217635658914727
368,0.03217105263157899
369,0.03216600000000004
370,0.032053097345132744
371,0.0320619469026549
372,0.03224107142857146
373,0.03241336633663367
374,0.03228632478632473
375,0.03242602040816328
376,0.032296116504854394
377,0.032264851485148544
378,0.03235795454545452
379,0.03187135922330093
380,0.03210919540229882
381,0.03133333333333331
382,0.0314914772727272
383,0.031192771084337302
384,0.030752941176470514
385,0.031003289473684165
386,0.030087349397590325
387,0.030534246575342466
388,0.030058441558441566
389,0.02996071428571429
390,0.029932539682539644
391,0.029539999999999976
392,0.02981048387096771
393,0.0291653846153846
394,0.029249999999999974
395,0.02878301886792452
396,0.028786290322580625
397,0.028595744680851045
398,0.028169491525423727
399,0.028277173913043466
400,0.02805102040816325
401,0.02763829787234041
402,0.027486111111111086
403,0.026693877551020376
404,0.026371428571428553
405,0.025897435897435876
406,0.02585416666666666
407,0.025271739130434775
408,0.02485465116279067
409,0.02442499999999998
410,0.024399999999999984
411,0.024289473684210507
412,0.024309999999999964
413,0.023874999999999987
414,0.023749999999999993
415,0.023739130434782586
416,0.02367500000000001
417,0.0234705882352941
418,0.02275000000000001
419,0.02229166666666668
420,0.021805555555555568
421,0.02108333333333334
422,0.02058333333333334
